essId	avgDpt	dptSD	nbDptD	nbDptSD
18821	.21	.317	.118	.217
18822	.221	.128	.088	.0
18823	.155	.143	.058	.128
18824	.256	.083	.037	.07
18825	.198	.201	.07	.136
18826	.162	.208	.063	.141
18827	.304	.485	.19	.444
18829	.199	.134	.06	.111
18830	.243	.239	.137	.202
18831	.161	.169	.072	.165
18832	.254	.293	.123	.162
18833	.156	.255	.096	.214
18834	.188	.168	.066	.158
18835	.273	.399	.147	.394
18836	.172	.248	.053	.142
18837	.177	.178	.083	.113
18839	.129	.148	.062	.115
18840	.142	.113	.059	.07
18841	.288	.313	.148	.239
18842	.213	.336	.134	.283
18843	.22	.265	.129	.181
18844	.317	.306	.144	.285
18845	.19	.251	.105	.239
18847	.212	.299	.113	.276
18848	.216	.26	.084	.164
18849	.246	.306	.104	.191
18851	.328	.362	.111	.32
18852	.274	.298	.12	.185
18853	.194	.202	.094	.197
18854	.21	.479	.332	.0
18855	.297	.18	.077	.175
18856	.42	.511	.354	.0
18857	.211	.263	.094	.229
18858	.221	.149	.07	.139
18859	.465	.0	.465	.0
18860	.164	.181	.083	.17
18861	.213	.309	.153	.217
18862	.216	.356	.124	.25
18863	.235	.286	.088	.246
18864	.159	.184	.063	.141
18865	.232	.236	.115	.177
18868	.188	.25	.085	.177
18870	.193	.17	.083	.145
18871	.227	.196	.063	.133
18872	.137	.222	.074	.223
18873	.435	.258	.111	.254
18874	.211	.193	.083	.137
18875	.288	.303	.17	.216
18876	.17	.121	.044	.127
18877	.31	.279	.148	.12
18878	.524	.287	.122	.285
18879	.204	.143	.051	.092
18880	.254	.299	.115	.301
18881	.247	.22	.133	.12
18882	.221	.275	.144	.233
18883	.17	.06	.019	.05
18884	.365	.927	.642	.0
18885	.199	.064	.044	.0
18886	.158	.294	.106	.282
18887	.152	.176	.074	.199
18888	.168	.17	.078	.147
18889	.186	.25	.087	.228
18890	.209	.234	.082	.15
18891	.181	.171	.088	.16
18892	.21	.218	.07	.228
18894	.16	.17	.069	.12
18895	.214	.174	.08	.158
18896	.321	.433	.243	.305
18897	.129	.198	.066	.164
18898	.181	.303	.087	.341
18899	.206	.338	.128	.393
18900	.173	.173	.071	.15
18901	.216	.229	.085	.226
18902	.129	.125	.066	.09
18903	.398	.0	.398	.0
18904	.199	.257	.107	.203
18905	.25	.189	.059	.108
18906	.214	.115	.071	.074
18907	.115	.104	.037	.082
18908	.228	.321	.124	.281
18909	.188	.121	.049	.109
18910	.179	.131	.048	.114
18911	.575	.32	.221	.0
18912	.215	.283	.111	.299
18913	.186	.174	.061	.17
18914	.272	.338	.144	.262
18915	.16	.128	.056	.126
18916	.164	.224	.105	.251
18917	.208	.285	.138	.225
18919	.224	.301	.136	.296
18920	.212	.065	.039	.053
18921	.205	.207	.076	.182
18922	.27	.215	.144	.095
18923	.227	.352	.128	.31
18924	.306	.135	.053	.131
18925	.141	.084	.038	.044
18926	.275	.4	.161	.403
18927	.146	.205	.088	.119
18928	.175	.16	.074	.122
18929	.197	.371	.123	.264
18930	.31	.192	.133	.0
18931	.177	.078	.037	.06
18932	.243	.205	.107	.161
18933	.188	.258	.14	.108
18934	.224	.323	.203	.161
18935	.214	.295	.146	.229
18936	.206	.241	.069	.16
18937	.354	.128	.088	.0
18938	.199	.429	.177	.274
18939	.191	.16	.047	.137
18940	.185	.246	.081	.23
18941	.217	.326	.12	.321
18942	.201	.191	.088	.149
18943	.139	.131	.049	.091
18944	.204	.332	.133	.273
18945	.189	.258	.11	.225
18946	.161	.175	.07	.152
18947	.198	.334	.128	.349
18949	.235	.356	.145	.308
18950	.209	.264	.101	.205
18951	.263	.32	.147	.388
18952	.404	.351	.177	.315
18954	.215	.22	.09	.207
18955	.332	.39	.221	.233
18956	.221	.157	.1	.095
18957	.192	.274	.107	.21
18958	.177	.0	.177	.0
18959	.226	.255	.082	.212
18960	.143	.191	.066	.196
18961	.227	.265	.17	.182
18962	.167	.162	.075	.133
18963	.265	.36	.133	.413
18964	.168	.195	.077	.15
18965	.162	.151	.049	.122
18967	.274	.321	.088	.209
18968	.177	.164	.079	.095
18969	.26	.415	.128	.256
18970	.304	.466	.148	.079
18971	.221	.261	.121	.201
18972	.204	.212	.063	.139
18973	.235	.215	.075	.191
18974	.187	.238	.082	.192
18976	.208	.165	.094	.122
18977	.254	.302	.107	.274
18978	.209	.261	.1	.223
18979	.252	.291	.144	.344
18980	.183	.159	.044	.09
18981	.19	.19	.085	.068
18982	.148	.137	.041	.113
18983	.191	.282	.117	.279
18984	.354	.447	.31	.0
18985	.135	.155	.065	.123
18986	.246	.247	.113	.202
18987	.223	.222	.107	.207
18988	.204	.263	.12	.253
18989	.197	.391	.111	.319
18990	.162	.23	.072	.258
18991	.189	.202	.073	.154
18993	.174	.227	.101	.188
18994	.586	.224	.155	.0
18995	.542	.032	.022	.0
18996	.365	.357	.243	.226
18997	.274	.293	.166	.203
18998	.177	.384	.265	.0
18999	.219	.235	.096	.169
19000	.217	.202	.092	.222
19001	.52	.096	.066	.0
19002	.179	.206	.069	.166
19003	.185	.184	.071	.165
19004	.188	.21	.085	.228
19005	.18	.075	.028	.056
19006	.172	.184	.065	.162
19007	.191	.237	.107	.183
19008	.181	.157	.073	.143
19009	.259	.177	.07	.085
19010	.111	.0	.111	.0
19011	.219	.201	.086	.232
19012	.224	.179	.075	.131
19013	.203	.261	.126	.22
19015	.245	.207	.095	.227
19017	.296	.138	.066	.119
19018	.219	.159	.07	.122
19020	.293	.284	.081	.108
19022	.155	.134	.06	.13
19023	.123	.124	.063	.106
19024	.597	.0	.597	.0
19025	.218	.443	.088	.274
19026	.152	.17	.079	.127
19027	.206	.252	.066	.131
19028	.257	.429	.145	.289
19029	.167	.194	.078	.218
19030	.232	.203	.095	.178
19031	.17	.187	.073	.184
19032	.186	.152	.066	.052
19033	.188	.277	.192	.158
19034	.203	.304	.118	.311
19035	.246	.278	.149	.319
19036	.122	.224	.155	.0
19037	.277	.616	.221	.599
19038	.223	.308	.094	.193
19039	.188	.303	.129	.287
19041	.271	.5	.317	.352
19042	.442	.831	.575	.0
19044	.162	.482	.177	.507
19046	.352	.472	.166	.294
19047	.184	.146	.058	.118
19048	.186	.051	.022	.045
19049	.227	.286	.109	.24
19050	.273	.248	.1	.21
19051	.18	.232	.076	.204
19052	.177	.231	.096	.159
19054	.251	.278	.069	.18
19055	.234	.184	.055	.108
19056	.177	.143	.053	.131
19057	.597	.53	.365	.222
19058	.204	.127	.05	.113
19059	.173	.183	.081	.157
19060	.199	.185	.069	.138
19061	.209	.194	.068	.158
19062	.339	.435	.204	.147
19063	.301	.549	.166	.352
19064	.509	.0	.509	.0
19065	.191	.219	.066	.113
19068	.164	.17	.068	.136
19069	.165	.233	.062	.156
19070	.149	.171	.052	.079
19071	.288	.209	.133	.127
19072	.166	.134	.052	.111
19073	.168	.225	.113	.165
19076	.215	.301	.097	.153
19077	.216	.188	.074	.182
19078	.248	.212	.072	.113
19079	.248	.281	.096	.216
19080	.277	.298	.119	.248
19081	.219	.35	.072	.108
19082	.195	.198	.088	.169
19083	.159	.272	.085	.281
19084	.339	.444	.177	.317
19085	.302	.238	.115	.101
19086	.177	.138	.042	.11
19087	.235	.216	.091	.232
19089	.265	.208	.085	.124
19090	.285	.461	.207	.506
19091	.134	.113	.053	.08
19092	.163	.132	.057	.067
19093	.184	.287	.111	.254
19094	.189	.182	.074	.193
19095	.236	.18	.058	.118
19096	.142	.148	.06	.137
19097	.166	.352	.243	.0
19098	.329	.584	.173	.388
19099	.227	.452	.148	.384
19100	.189	.23	.084	.166
19101	.243	.138	.1	.032
19102	.201	.27	.097	.213
19103	.255	.398	.153	.4
19104	.18	.116	.039	.139
19105	.217	.242	.098	.269
19106	.158	.162	.051	.119
19107	.21	.273	.12	.354
19108	.177	.159	.062	.12
19109	.201	.215	.088	.21
19110	.158	.206	.088	.212
19111	.479	.609	.42	.254
19112	.302	.446	.216	.36
19113	.205	.191	.081	.146
19114	.161	.208	.075	.187
19116	.249	.45	.219	.466
19117	.211	.273	.076	.186
19118	.171	.215	.082	.167
19119	.167	.187	.081	.13
19120	.299	.464	.265	.475
19122	.168	.17	.066	.142
19123	.192	.181	.079	.134
19124	.246	.251	.116	.197
19125	.205	.327	.177	.214
19126	.174	.208	.101	.166
19127	.273	.08	.055	.032
19129	.209	.148	.063	.118
19130	.044	.0	.044	.0
19131	.376	.0	.376	.0
19132	.166	.21	.103	.216
19134	.393	.742	.524	.255
19135	.28	.183	.077	.032
19136	.168	.171	.057	.151
19137	.217	.2	.083	.16
19138	.168	.113	.034	.082
19139	.3	.383	.188	.363
19140	.199	.243	.105	.227
19141	.194	.246	.077	.226
19143	.225	.322	.135	.276
19144	.165	.1	.033	.078
19145	.187	.152	.039	.069
19146	.189	.167	.077	.148
19147	.185	.132	.054	.101
19148	.245	.391	.147	.307
19149	.277	.224	.155	.0
19150	.171	.36	.099	.409
19151	.282	.413	.214	.079
19152	.239	.283	.117	.286
19153	.231	.229	.07	.106
19154	.235	.364	.164	.342
19155	.26	.285	.092	.196
19156	.203	.243	.115	.239
19158	.151	.157	.073	.137
19159	.2	.291	.106	.302
19160	.171	.185	.091	.137
19161	.236	.355	.177	.246
19162	.226	.212	.105	.197
19163	.321	.709	.288	.466
19164	.153	.144	.07	.14
19165	.162	.146	.066	.133
19166	.192	.209	.108	.191
19167	.193	.244	.098	.257
19168	.208	.238	.105	.181
19169	.272	.45	.232	.478
19170	.16	.139	.065	.107
19171	.152	.225	.118	.182
19172	.185	.28	.152	.238
19173	.155	.112	.043	.069
19174	.207	.306	.103	.326
19175	.209	.278	.106	.329
19176	.193	.231	.113	.174
19177	.265	.293	.111	.165
19178	.243	.181	.133	.0
19179	.156	.205	.104	.202
19180	.221	.138	.055	.095
19181	.224	.208	.06	.121
19183	.265	.239	.144	.203
19184	.192	.146	.062	.123
19185	.23	.233	.117	.216
19186	.238	.294	.113	.305
19187	.205	.228	.104	.203
19188	.22	.228	.077	.162
19189	.214	.445	.125	.367
19190	.148	.135	.057	.131
19191	.157	.158	.059	.14
19192	.118	.116	.035	.117
19193	.16	.127	.061	.128
19194	.208	.146	.074	.14
19195	.177	.262	.097	.194
19196	.179	.22	.136	.16
19197	.209	.3	.117	.191
19198	.19	.182	.079	.18
19199	.211	.293	.111	.215
19200	.241	.217	.091	.143
19201	.183	.152	.07	.121
19202	.179	.206	.085	.193
19203	.16	.197	.094	.181
19204	.161	.161	.075	.081
19205	.167	.212	.099	.202
19206	.174	.19	.071	.183
19207	.174	.19	.083	.13
19208	.157	.107	.042	.115
19209	.179	.259	.098	.294
19210	.189	.235	.089	.181
19211	.153	.23	.056	.151
19212	.205	.23	.094	.187
19213	.284	.337	.164	.065
19214	.238	.242	.111	.183
19215	.253	.425	.132	.431
19216	.195	.204	.097	.182
19217	.21	.172	.071	.122
19219	.192	.109	.055	.095
19220	.044	.0	.044	.0
19221	.243	.447	.31	.0
19222	.208	.117	.048	.105
19223	.22	.215	.116	.187
19224	.365	.288	.14	.294
19225	.358	.497	.265	.162
19226	.195	.27	.111	.266
19227	.24	.239	.134	.22
19228	.235	.276	.105	.226
19229	.158	.191	.085	.16
19230	.167	.164	.051	.133
19231	.442	.447	.31	.0
19232	.3	.174	.081	.182
19233	.186	.206	.085	.153
19234	.195	.277	.059	.146
19236	.237	.517	.192	.569
19237	.185	.288	.101	.235
19238	.152	.167	.05	.13
19239	.172	.207	.078	.117
19240	.271	.276	.109	.188
19241	.148	.183	.052	.132
19242	.251	.145	.047	.086
19243	.182	.273	.088	.272
19244	.119	.124	.042	.11
19245	.217	.234	.127	.151
19246	.166	.352	.243	.0
19247	.254	.284	.092	.141
19248	.241	.297	.119	.272
19249	.31	.464	.217	.379
19250	.177	.202	.071	.152
19251	.188	.2	.077	.104
19253	.232	.304	.137	.385
19254	.187	.25	.071	.188
19255	.199	.178	.095	.143
19256	.172	.128	.051	.123
19257	.232	.416	.199	.414
19258	.141	.113	.041	.077
19259	.187	.168	.066	.155
19260	.168	.165	.077	.143
19261	.204	.166	.069	.132
19262	.274	.359	.177	.327
19263	.209	.218	.101	.219
19264	.169	.226	.107	.266
19265	.199	.299	.12	.317
19266	.221	.186	.077	.099
19267	.226	.205	.074	.14
19268	.228	.264	.101	.346
19270	.182	.245	.115	.207
19271	.149	.203	.059	.155
19272	.138	.094	.053	.077
19273	.212	.226	.07	.153
19274	.192	.235	.066	.16
19275	.186	.3	.091	.237
19276	.044	.0	.044	.0
19277	.168	.142	.068	.122
19278	.139	.181	.056	.164
19280	.21	.292	.173	.235
19281	.239	.323	.15	.227
19282	.25	.236	.114	.085
19283	.224	.158	.047	.129
19285	.176	.234	.084	.281
19286	.179	.287	.088	.192
19287	.228	.131	.055	.12
19289	.245	.217	.062	.132
19290	.171	.3	.096	.281
19291	.243	.404	.133	.439
19292	.215	.252	.106	.178
19293	.301	.422	.186	.546
19294	.211	.288	.095	.22
19295	.27	.235	.127	.205
19296	.27	.319	.171	.219
19297	.198	.27	.127	.24
19298	.1	.16	.111	.0
19300	.253	.16	.074	.135
19301	.186	.2	.075	.131
19302	.181	.169	.042	.106
19303	.193	.338	.151	.358
19304	.217	.251	.128	.267
19305	.225	.294	.133	.391
19306	.177	.131	.059	.137
19307	.249	.15	.06	.102
19308	.173	.156	.08	.151
19310	.203	.341	.119	.296
19311	.169	.171	.074	.156
19312	.164	.17	.076	.154
19313	.146	.144	.048	.133
19314	.214	.251	.111	.268
19315	.312	.378	.155	.331
19316	.265	.305	.166	.319
19317	.177	.157	.075	.111
19318	.212	.236	.052	.166
19319	.155	.452	.166	.476
19320	.277	.288	.199	.0
19321	.262	.478	.15	.527
19322	.167	.335	.116	.392
19323	.226	.191	.066	.185
19324	.192	.247	.094	.197
19326	.262	.235	.15	.123
19327	.157	.228	.084	.193
19328	.236	.198	.088	.19
19329	.326	.371	.177	.315
19330	.229	.268	.144	.222
19331	.155	.18	.088	.155
19332	.265	.253	.093	.214
19333	.262	.185	.1	.186
19334	.169	.207	.095	.219
19335	.205	.161	.069	.131
19336	.24	.3	.117	.258
19337	.265	.246	.148	.162
19338	.199	.141	.07	.077
19339	.371	.565	.317	.44
19340	.044	.0	.044	.0
19341	.269	.297	.133	.183
19342	.189	.176	.067	.13
19343	.334	.601	.211	.407
19344	.243	.236	.111	.198
19345	.336	.459	.226	.273
19346	.172	.24	.096	.217
19348	.199	.447	.31	.0
19349	.192	.08	.044	.063
19350	.167	.16	.077	.095
19351	.135	.172	.064	.181
19352	.171	.172	.061	.108
19353	.299	.16	.111	.0
19354	.174	.195	.092	.212
19355	.203	.175	.077	.133
19356	.376	.286	.118	.12
19357	.212	.177	.085	.129
19358	.332	.192	.133	.0
19359	.246	.269	.129	.173
19360	.199	.264	.105	.303
19361	.277	.479	.247	.313
19362	.167	.136	.063	.129
19363	.171	.204	.09	.177
19364	.209	.228	.094	.2
19366	.185	.266	.086	.268
19368	.174	.209	.079	.207
19369	.227	.114	.059	.03
19371	.138	.165	.081	.149
19372	.179	.159	.055	.131
19373	.243	.261	.111	.0
19374	.19	.201	.105	.164
19375	.202	.108	.041	.119
19376	.229	.168	.077	.159
19377	.171	.152	.074	.108
19378	.143	.14	.046	.144
19379	.239	.282	.107	.225
19380	.215	.3	.177	.258
19381	.171	.181	.068	.15
19382	.243	.214	.082	.154
19383	.044	.0	.044	.0
19384	.238	.165	.052	.03
19385	.171	.127	.041	.079
19386	.179	.181	.076	.158
19387	.177	.148	.053	.158
19388	.214	.188	.08	.089
19389	.205	.253	.111	.16
19390	.304	.486	.317	.233
19391	.184	.213	.101	.159
19392	.328	.357	.142	.182
19393	.885	.0	.885	.0
19394	.199	.128	.055	.108
19395	.194	.199	.067	.162
19396	.236	.176	.072	.167
19397	.206	.198	.072	.224
19398	.265	.511	.354	.0
19400	.21	.228	.118	.158
19401	.212	.155	.066	.1
19402	.221	.175	.08	.13
19403	.251	.307	.119	.314
19404	.183	.183	.07	.129
19405	.323	.34	.194	.263
19406	.17	.189	.068	.206
19408	.214	.272	.091	.241
19409	.265	.206	.105	.207
19410	.254	.195	.076	.114
19411	.376	.831	.575	.0
19412	.206	.236	.118	.206
19413	.278	.44	.157	.314
19414	.157	.199	.061	.144
19415	.313	.607	.248	.648
19416	.215	.267	.13	.21
19417	.183	.127	.052	.145
19419	.219	.18	.06	.124
19420	.35	.496	.221	.344
19421	.176	.205	.075	.174
19422	.29	.371	.183	.203
19423	.17	.157	.044	.108
19424	.177	.14	.055	.071
19425	.204	.241	.111	.252
19427	.201	.291	.097	.303
19428	.143	.215	.093	.179
19429	.268	.389	.123	.349
19430	.152	.116	.055	.088
19431	.236	.305	.149	.273
19432	.183	.183	.07	.153
19433	.206	.198	.08	.136
19434	.161	.074	.044	.037
19435	.157	.257	.096	.238
19436	.28	.183	.077	.032
19437	.299	.445	.234	.295
19438	.487	.685	.398	.507
19439	.301	.352	.161	.314
19440	.204	.148	.066	.1
19441	.141	.212	.074	.209
19442	.21	.239	.085	.157
19443	.154	.159	.085	.137
19444	.223	.349	.16	.331
19445	.139	.233	.091	.318
19446	.15	.204	.083	.179
19447	.188	.115	.04	.062
19448	.294	.309	.107	.28
19449	.177	.148	.064	.102
19450	.177	.0	.0	.0
19451	.218	.215	.06	.139
19454	.168	.096	.05	.069
19455	.203	.125	.044	.133
19456	.144	.288	.199	.0
19457	.195	.303	.111	.282
19458	.23	.251	.122	.222
19459	.19	.214	.062	.139
19460	.203	.278	.101	.232
19462	.179	.187	.066	.135
19463	.191	.244	.11	.214
19464	.277	.214	.118	.209
19465	.487	.0	.487	.0
19466	.214	.273	.115	.123
19467	.336	.204	.111	.195
19468	.175	.163	.047	.089
19469	.188	.096	.052	.06
19470	.248	.227	.101	.254
19471	.229	.419	.177	.063
19472	.155	.128	.088	.0
19473	.254	.567	.154	.458
19474	.204	.181	.076	.155
19475	.11	.105	.032	.085
19476	.183	.22	.044	.177
19477	.171	.269	.104	.278
19478	.126	.231	.077	.209
19479	.133	.239	.166	.095
19480	.391	.287	.188	.159
19481	.207	.233	.092	.219
19482	.181	.173	.064	.181
19484	.231	.365	.146	.374
19485	.221	.511	.354	.0
19488	.21	.189	.103	.06
19489	.208	.267	.122	.256
19490	.243	.132	.052	.108
19491	.217	.11	.044	.078
19492	.387	.032	.022	.0
19493	.155	.128	.088	.0
19494	.219	.298	.093	.371
19495	.332	.136	.096	.06
19496	.154	.152	.064	.118
19497	.332	.0	.332	.0
19498	.178	.228	.102	.23
19499	.174	.184	.068	.167
19500	.36	.625	.339	.367
19501	.254	.364	.164	.363
19502	.2	.294	.124	.246
19503	.253	.326	.111	.179
19504	.199	.214	.095	.148
19505	.189	.149	.064	.131
19506	.22	.266	.117	.175
19507	.218	.272	.139	.186
19508	.265	.192	.103	.12
19509	.199	.239	.088	.104
19510	.354	.0	.354	.0
19511	.219	.374	.133	.317
19512	.194	.218	.101	.207
19513	.205	.369	.156	.339
19514	.23	.262	.106	.16
19515	.224	.23	.072	.219
19516	.166	.177	.066	.167
19517	.155	.175	.06	.173
19518	.156	.197	.088	.218
19519	.187	.184	.091	.128
19520	.262	.203	.081	.14
19521	.128	.191	.088	.215
19522	.218	.175	.091	.123
19523	.196	.22	.098	.219
19524	.18	.22	.082	.146
19525	.19	.113	.059	.13
19526	.193	.173	.055	.15
19527	.166	.212	.096	.209
19528	.261	.196	.066	.1
19529	.175	.294	.09	.265
19530	.249	.428	.129	.398
19533	.184	.268	.14	.254
19534	.204	.194	.084	.193
19535	.434	.485	.221	.555
19536	.248	.369	.16	.292
19537	.155	.064	.044	.0
19538	.221	.404	.265	.207
19539	.329	.387	.125	.337
19540	.218	.328	.107	.298
19541	.241	.253	.108	.169
19542	.199	.107	.061	.094
19543	.299	.265	.106	.202
19544	.151	.163	.071	.138
19545	.186	.282	.135	.183
19546	.239	.23	.122	.171
19547	.239	.314	.093	.279
19548	.142	.118	.058	.116
19549	.387	.096	.066	.0
19550	.159	.135	.066	.057
19553	.197	.165	.081	.172
19554	.307	.459	.19	.314
19555	.187	.229	.098	.154
19556	.176	.202	.079	.165
19557	.182	.184	.069	.147
19558	.21	.208	.066	.272
19559	.263	.291	.091	.143
19561	.186	.147	.065	.141
19562	.127	.192	.075	.195
19563	.216	.301	.16	.23
20716	.269	.386	.158	.306
20717	.269	.243	.088	.21
20718	.255	.28	.1	.257
20719	.267	.451	.169	.374
20721	.33	.373	.163	.331
20722	.17	.236	.085	.183
20723	.154	.156	.061	.119
20724	.243	.256	.102	.254
20725	.214	.212	.086	.172
20726	.178	.188	.064	.168
20727	.254	.298	.141	.228
20728	.268	.271	.099	.206
20732	.337	.626	.241	.614
20733	.238	.267	.078	.194
20734	.195	.264	.085	.198
20735	.371	.423	.236	.294
20736	.221	.324	.091	.269
20737	.19	.256	.092	.226
20739	.181	.208	.085	.216
20741	.15	.168	.074	.135
20742	.217	.182	.067	.209
20743	.198	.248	.09	.197
20745	.277	.641	.274	.609
20746	.285	.379	.159	.35
20747	.237	.256	.1	.264
20748	.237	.265	.094	.211
20751	.224	.255	.104	.269
20754	.313	.339	.129	.308
20755	.167	.194	.075	.136
20756	.322	.322	.155	.259
20757	.296	.292	.112	.231
20758	.217	.288	.108	.256
20759	.161	.209	.064	.151
20760	.216	.268	.095	.218
20761	.209	.244	.091	.212
20762	.243	.288	.104	.243
20763	.219	.299	.094	.222
20764	.295	.42	.212	.285
20765	.205	.235	.091	.199
20766	.178	.168	.074	.155
20767	.174	.183	.07	.157
20768	.22	.301	.116	.256
20769	.169	.285	.086	.237
20770	.216	.235	.079	.239
20771	.193	.166	.071	.152
20772	.213	.305	.093	.25
20773	.166	.176	.063	.141
20774	.241	.238	.11	.17
20775	.26	.214	.09	.171
20776	.291	.35	.1	.253
20777	.175	.223	.076	.215
20778	.24	.343	.134	.27
20779	.246	.246	.092	.198
20781	.246	.336	.124	.343
20783	.185	.155	.055	.111
20784	.206	.214	.103	.192
20785	.193	.216	.078	.216
20787	.201	.207	.081	.192
20790	.243	.266	.104	.225
20791	.202	.249	.087	.224
20792	.153	.127	.047	.128
20793	.198	.183	.067	.152
20794	.237	.298	.126	.225
20795	.249	.251	.1	.228
20796	.174	.198	.065	.173
20797	.181	.13	.056	.119
20800	.207	.279	.081	.193
20802	.329	.354	.085	.193
20803	.259	.242	.126	.212
20804	.26	.329	.135	.329
20805	.245	.261	.1	.194
20806	.214	.207	.091	.181
20807	.199	.257	.116	.26
20808	.174	.22	.097	.2
20809	.202	.201	.085	.194
20812	.189	.254	.08	.253
20813	.249	.237	.071	.165
20814	.166	.186	.064	.164
20815	.308	.331	.126	.284
20817	.208	.267	.102	.272
20818	.271	.452	.217	.452
20819	.249	.308	.1	.197
20821	.171	.177	.056	.133
20822	.212	.216	.072	.211
20823	.229	.28	.116	.236
20824	.183	.165	.074	.145
20825	.223	.256	.073	.222
20826	.129	.19	.044	.121
20827	.188	.254	.085	.235
20828	.249	.248	.086	.192
20829	.156	.157	.055	.129
20830	.223	.278	.102	.235
20831	.342	.38	.133	.291
20832	.209	.238	.086	.236
20833	.171	.131	.051	.107
20835	.211	.192	.084	.179
